InseeXls_CodeCommune	InseeXls_NameCommune	InseeXls_Population	Wiki_UrlInCommune	W_Pays	W_Region	W_Departement	W_Arrondissement	W_Canton	W_Intercommunalite	W_CodePostal	W_CodeCommune	W_Population	W_Densite	W_Cordommees	W_Altitude	W_Superficie	W_Name_ru	W_Name_uk	W_Name_en	W_Name_de	W_Name_pl	W_Name_es	W_Name_pt	W_Name_it	W_Name_nl	W_Name_da	W_Name_no	W_Name_sv	W_Name_cs	W_Name_ro	W_Name_bg	W_Name_hu	W_Name_sk	W_Name_sl	W_Name_sh	W_Name_hr	W_Url_ru	W_Url_uk	W_Url_en	W_Url_de	W_Url_pl	W_Url_es	W_Url_pt	W_Url_it	W_Url_nl	W_Url_da	W_Url_no	W_Url_sv	W_Url_cs	W_Url_ro	W_Url_bg	W_Url_hu	W_Url_sk	W_Url_sl	W_Url_sh	W_Url_hr	G_Coordinates_northeast_Lat_1	G_Coordinates_northeast_Lng_1	G_Coordinates_southwest_Lat_2	G_Coordinates_southwest_Lng_2	G_Coordinates_location_Lat_3	G_Coordinates_location_Lng_3	G_PlaceId	How_Get_GooglePlaceID	G_Locality_long_name	G_Locality_short_name	G_Locality_types	G_AdminLevel_1_long_name	G_AdminLevel_1_short_name	G_AdminLevel_1_types	G_AdminLevel_2_long_name	G_AdminLevel_2_short_name	G_AdminLevel_2_types	G_Country_long_name	G_Country_short_name	G_Country_types	G_postal_code_long_name	G_postal_code_short_name	G_postal_code_types	G_FormatAddress	G_Types	W_Cordommees_Convert	G_Name_ru	G_Name_uk	G_Name_en	F_Compare_InseeXls_CodeCommune_W_CodeCommune	F_Compare_InseeXls_NameCommune_Wiki_Url	F_Compare_InseeXls_NameCommune_G_Locality_long_name	Wiki_UrlInCommuneSnipet	Wiki_NameSnipet	Wiki_Old_UrlInCommune	Wiki_Old_NameSnipet	ColResultInSnipet
77113	Chevru	1 103	/wiki/Chevru	Intercommunalité,Communauté de communes du  de Coulommiers	Île-de-France	Seine-et-Marne	Provins	Coulommiers	Communauté de communes du Pays de Coulommiers	77320	77113	1 103 hab. (2014)	79 hab./km2	48° 44′ 00″ , 3° 12′ 00″ 	Min. 121 m – Max. 165 m	13,94 km2		Шеврю	Chevru	Chevru	Chevru	Chevru	Chevru	Chevru	Chevru			Chevru				Chevru	Chevru		Chevru (Sena i Marna)			https://uk.wikipedia.org/wiki/Шеврю	https://en.wikipedia.org/wiki/Chevru	https://de.wikipedia.org/wiki/Chevru	https://pl.wikipedia.org/wiki/Chevru	https://es.wikipedia.org/wiki/Chevru	https://pt.wikipedia.org/wiki/Chevru	https://it.wikipedia.org/wiki/Chevru	https://nl.wikipedia.org/wiki/Chevru			https://sv.wikipedia.org/wiki/Chevru				https://hu.wikipedia.org/wiki/Chevru	https://sk.wikipedia.org/wiki/Chevru		https://sh.wikipedia.org/wiki/Chevru_(Sena_i_Marna)		48.7345165803	3.20087458029	48.7318186197	3.19817661971	48.7331676	3.1995256	ChIJvy1EI0fK6EcRlVTztFZPLaw	SendCoordinates	Chevru	Chevru	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Seine-et-Marne	Seine-et-Marne	administrative_area_level_2,political	France	FR	country,political	77320	77320	postal_code	19 Rue des Aubépines, 77320 Chevru, France	street_address	48.7333333333,3.2	None	None	None	True	True	True	/wiki/Chevru	Chevru	None	None	1
77112	Chevrainvilliers	226	/wiki/Chevrainvilliers	Intercommunalité,Communauté de communes  de Nemours	Île-de-France	Seine-et-Marne	Fontainebleau	Nemours	Communauté de communes Pays de Nemours	77760	77112	226 hab. (2014)	25 hab./km2	48° 15′ 00″ , 2° 37′ 00″ 	Min. 85 m – Max. 118 m	8,95 km2		Шевренвільє	Chevrainvilliers	Chevrainvilliers	Chevrainvilliers	Chevrainvilliers	Chevrainvilliers	Chevrainvilliers	Chevrainvilliers			Chevrainvilliers				Chevrainvilliers	Chevrainvilliers		Chevrainvilliers			https://uk.wikipedia.org/wiki/Шевренвільє	https://en.wikipedia.org/wiki/Chevrainvilliers	https://de.wikipedia.org/wiki/Chevrainvilliers	https://pl.wikipedia.org/wiki/Chevrainvilliers	https://es.wikipedia.org/wiki/Chevrainvilliers	https://pt.wikipedia.org/wiki/Chevrainvilliers	https://it.wikipedia.org/wiki/Chevrainvilliers	https://nl.wikipedia.org/wiki/Chevrainvilliers			https://sv.wikipedia.org/wiki/Chevrainvilliers				https://hu.wikipedia.org/wiki/Chevrainvilliers	https://sk.wikipedia.org/wiki/Chevrainvilliers		https://sh.wikipedia.org/wiki/Chevrainvilliers		48.2485341803	2.61842208029	48.2458362197	2.61572411971	48.2471852	2.6170731	ChIJi5ZHBq2P5UcReSLJJywE7hE	SendCoordinates	Chevrainvilliers	Chevrainvilliers	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Seine-et-Marne	Seine-et-Marne	administrative_area_level_2,political	France	FR	country,political	77760	77760	postal_code	4 Rue de la Montagne, 77760 Chevrainvilliers, France	street_address	48.25,2.61666666667	None	None	None	True	True	True	/wiki/Chevrainvilliers	Chevrainvilliers	None	None	1
77115	Chevry-en-Sereine	517	/wiki/Chevry-en-Sereine	Intercommunalité,Communauté de communes du  de Montereau	Île-de-France	Seine-et-Marne	Fontainebleau	Nemours	Communauté de communes du Pays de Montereau	77710	77115	517 hab. (2014)	23 hab./km2	48° 15′ 16″ , 2° 56′ 38″ 	Min. 105 m – Max. 159 m	22,81 km2		Шеврі-ан-Серен	Chevry-en-Sereine	Chevry-en-Sereine	Chevry-en-Sereine	Chevry-en-Sereine	Chevry-en-Sereine	Chevry-en-Sereine	Chevry-en-Sereine			Chevry-en-Sereine				Chevry-en-Sereine	Chevry-en-Sereine		Chevry-en-Sereine			https://uk.wikipedia.org/wiki/Шеврі-ан-Серен	https://en.wikipedia.org/wiki/Chevry-en-Sereine	https://de.wikipedia.org/wiki/Chevry-en-Sereine	https://pl.wikipedia.org/wiki/Chevry-en-Sereine	https://es.wikipedia.org/wiki/Chevry-en-Sereine	https://pt.wikipedia.org/wiki/Chevry-en-Sereine	https://it.wikipedia.org/wiki/Chevry-en-Sereine	https://nl.wikipedia.org/wiki/Chevry-en-Sereine			https://sv.wikipedia.org/wiki/Chevry-en-Sereine				https://hu.wikipedia.org/wiki/Chevry-en-Sereine	https://sk.wikipedia.org/wiki/Chevry-en-Sereine		https://sh.wikipedia.org/wiki/Chevry-en-Sereine		48.2532926	2.9440449	48.2532913	2.9440262	48.2532913	2.9440449	EjoyIFJ1ZSBkdSBHcmFuZCBDb3VyY2VsbGVzLCA3NzcxMCBDaGV2cnktZW4tU2VyZWluZSwgRnJhbmNl	SendCoordinates	Chevry-en-Sereine	Chevry-en-Sereine	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Seine-et-Marne	Seine-et-Marne	administrative_area_level_2,political	France	FR	country,political	77710	77710	postal_code	2 Rue du Grand Courcelles, 77710 Chevry-en-Sereine, France	street_address	48.2544444444,2.94388888889	None	None	None	True	True	True	/wiki/Chevry-en-Sereine	Chevry-en-Sereine	None	None	1
77114	Chevry-Cossigny	3 995	/wiki/Chevry-Cossigny	France	Île-de-France	Seine-et-Marne	Melun	Ozoir-la-Ferrière	Communauté de communes de l'Orée de la Brie	77173	77114	3 995 hab. (2014)	239 hab./km2	48° 43′ 31″ , 2° 39′ 45″ 	Min. 93 m – Max. 108 m	16,75 km2	Шеври-Коссиньи	Шеврі-Коссіньї	Chevry-Cossigny	Chevry-Cossigny	Chevry-Cossigny	Chevry-Cossigny	Chevry-Cossigny	Chevry-Cossigny	Chevry-Cossigny			Chevry-Cossigny				Chevry-Cossigny	Chevry-Cossigny		Chevry-Cossigny		https://ru.wikipedia.org/wiki/Шеври-Коссиньи	https://uk.wikipedia.org/wiki/Шеврі-Коссіньї	https://en.wikipedia.org/wiki/Chevry-Cossigny	https://de.wikipedia.org/wiki/Chevry-Cossigny	https://pl.wikipedia.org/wiki/Chevry-Cossigny	https://es.wikipedia.org/wiki/Chevry-Cossigny	https://pt.wikipedia.org/wiki/Chevry-Cossigny	https://it.wikipedia.org/wiki/Chevry-Cossigny	https://nl.wikipedia.org/wiki/Chevry-Cossigny			https://sv.wikipedia.org/wiki/Chevry-Cossigny				https://hu.wikipedia.org/wiki/Chevry-Cossigny	https://sk.wikipedia.org/wiki/Chevry-Cossigny		https://sh.wikipedia.org/wiki/Chevry-Cossigny		48.7499604	2.7094973	48.6917544	2.6400916	48.7181564	2.6811389	ChIJx7vCiQYH5kcR0F7Y4caCCxw	None	Chevry-Cossigny	Chevry-Cossigny	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Seine-et-Marne	Seine-et-Marne	administrative_area_level_2,political	France	FR	country,political	77173	77173	postal_code	77173 Chevry-Cossigny, France	postal_code	48.7252777778,2.6625	None	None	None	True	True	True	/wiki/Chevry-Cossigny	Chevry-Cossigny	None	None	1
77117	Citry	839	/wiki/Citry	Intercommunalité,Communauté de communes du  Fertois	Île-de-France	Seine-et-Marne	Meaux	LaFerté-sous-Jouarre	Communauté de communes du Pays Fertois	77730	77117	839 hab. (2014)	166 hab./km2	48° 58′ 07″ , 3° 14′ 19″ 	Min. 54 m – Max. 191 m	5,04 km2		Сітрі	Citry	Citry	Citry	Citry	Citry	Citry	Citry			Citry	Citry			Citry	Citry		Citry			https://uk.wikipedia.org/wiki/Сітрі	https://en.wikipedia.org/wiki/Citry	https://de.wikipedia.org/wiki/Citry	https://pl.wikipedia.org/wiki/Citry	https://es.wikipedia.org/wiki/Citry	https://pt.wikipedia.org/wiki/Citry	https://it.wikipedia.org/wiki/Citry	https://nl.wikipedia.org/wiki/Citry			https://sv.wikipedia.org/wiki/Citry	https://cs.wikipedia.org/wiki/Citry			https://hu.wikipedia.org/wiki/Citry	https://sk.wikipedia.org/wiki/Citry		https://sh.wikipedia.org/wiki/Citry		48.9699384803	3.23988698029	48.9672405197	3.23718901971	48.9685895	3.238538	ChIJgQxhTkzA6EcRV5NWaln5G54	SendCoordinates	Citry	Citry	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Seine-et-Marne	Seine-et-Marne	administrative_area_level_2,political	France	FR	country,political	77730	77730	postal_code	2 Rue de Pavant, 77730 Citry, France	street_address	48.9686111111,3.23861111111	None	None	None	True	True	True	/wiki/Citry	Citry	None	None	1
91511	Pussay	2 064	/wiki/Pussay	France	Île-de-France	Essonne	Étampes	Étampes	Communauté de communes de l'Étampois Sud-Essonne	91740	91511	2 064 hab. (2014)	179 hab./km2	48° 20′ 58″ , 1° 59′ 40″ 	Min. 122 m – Max. 147 m	11,55 km2		Пюссе	Pussay	Pussay	Pussay	Pussay		Pussay	Pussay			Pussay	Pussay			Pussay	Pussay					https://uk.wikipedia.org/wiki/Пюссе	https://en.wikipedia.org/wiki/Pussay	https://de.wikipedia.org/wiki/Pussay	https://pl.wikipedia.org/wiki/Pussay	https://es.wikipedia.org/wiki/Pussay		https://it.wikipedia.org/wiki/Pussay	https://nl.wikipedia.org/wiki/Pussay			https://sv.wikipedia.org/wiki/Pussay	https://cs.wikipedia.org/wiki/Pussay			https://hu.wikipedia.org/wiki/Pussay	https://sk.wikipedia.org/wiki/Pussay				48.4028506	2.0551435	48.3283215	1.9665145	48.3713746	2.0073896	ChIJtdc8l2ZK5EcRoH3Y4caCCxw	None	Chalou-Moulineux	Chalou-Moulineux	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Essonne	Essonne	administrative_area_level_2,political	France	FR	country,political	91740	91740	postal_code	91740 Chalou-Moulineux, France	postal_code	48.3494444444,1.99444444444	None	None	None	True	True	False	/wiki/Pussay	Pussay	None	None	1
91519	Richarville	401	/wiki/Richarville	France	Île-de-France	Essonne	Étampes	Dourdan	Communauté de communes Le Dourdannais en Hurepoix	91410	91519	401 hab. (2014)	39 hab./km2	48° 28′ 14″ , 2° 00′ 05″ 	Min. 117 m – Max. 154 m	10,35 km2		Ришарвіль	Richarville	Richarville	Richarville	Richarville		Richarville	Richarville			Richarville	Richarville			Richarville	Richarville					https://uk.wikipedia.org/wiki/Ришарвіль	https://en.wikipedia.org/wiki/Richarville	https://de.wikipedia.org/wiki/Richarville	https://pl.wikipedia.org/wiki/Richarville	https://es.wikipedia.org/wiki/Richarville		https://it.wikipedia.org/wiki/Richarville	https://nl.wikipedia.org/wiki/Richarville			https://sv.wikipedia.org/wiki/Richarville	https://cs.wikipedia.org/wiki/Richarville			https://hu.wikipedia.org/wiki/Richarville	https://sk.wikipedia.org/wiki/Richarville				48.4862521	2.0374819	48.452945	1.9637311	48.469709	2.002233	ChIJV2WJYe0z5EcRDdHRHnMstHk	None	Richarville	Richarville	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Essonne	Essonne	administrative_area_level_2,political	France	FR	country,political	91410	91410	postal_code	91410 Richarville, France	locality,political	48.4705555556,2.00138888889	Ришарвиль	Ришарвіль	Richarville	True	True	True	/wiki/Richarville	Richarville	None	None	1
77526	Vincy-Manœuvre	269	/wiki/Vincy-Manœuvre	Intercommunalité,Communauté de communes du  de l'Ourcq	Île-de-France	Seine-et-Marne	Meaux	LaFerté-sous-Jouarre	Communauté de communes du Pays de l'Ourcq	77139	77526	269 hab. (2014)	54 hab./km2	49° 04′ 42″ , 2° 57′ 51″ 	Min. 82 m – Max. 146 m	4,96 km2		Венсі-Маневр	Vincy-Manœuvre	Vincy-Manœuvre	Vincy-Manœuvre	Vincy-Manœuvre	Vincy-Manœuvre	Vincy-Manœuvre	Vincy-Manœuvre			Vincy-Manoeuvre				Vincy-Manœuvre	Vincy-Manœuvre					https://uk.wikipedia.org/wiki/Венсі-Маневр	https://en.wikipedia.org/wiki/Vincy-Manœuvre	https://de.wikipedia.org/wiki/Vincy-Manœuvre	https://pl.wikipedia.org/wiki/Vincy-Manœuvre	https://es.wikipedia.org/wiki/Vincy-Manœuvre	https://pt.wikipedia.org/wiki/Vincy-Manœuvre	https://it.wikipedia.org/wiki/Vincy-Manœuvre	https://nl.wikipedia.org/wiki/Vincy-Manœuvre			https://sv.wikipedia.org/wiki/Vincy-Manoeuvre				https://hu.wikipedia.org/wiki/Vincy-Manœuvre	https://sk.wikipedia.org/wiki/Vincy-Manœuvre				49.0796957803	2.96525138029	49.0769978197	2.96255341971	49.0783468	2.9639024	ChIJOcSHZGSZ6EcRwgpsQAa36e4	SendCoordinates	Vincy-Manœuvre	Vincy-Manœuvre	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Seine-et-Marne	Seine-et-Marne	administrative_area_level_2,political	France	FR	country,political	77139	77139	postal_code	22 Grande Rue, 77139 Vincy-Manœuvre, France	street_address	49.0783333333,2.96416666667	None	None	None	True	True	True	/wiki/Vincy-Manœuvre	Vincy-Manœuvre	None	None	1
77527	Voinsles	610	/wiki/Voinsles	France	Île-de-France	Seine-et-Marne	Provins	Fontenay-Trésigny	Communauté de communes du Val Briard	77540	77527	610 hab. (2014)	21 hab./km2	48° 41′ 29″ , 3° 00′ 19″ 	Min. 86 m – Max. 133 m	28,44 km2		Вуенль	Voinsles	Voinsles	Voinsles	Voinsles	Voinsles	Voinsles	Voinsles			Voinsles				Voinsles	Voinsles					https://uk.wikipedia.org/wiki/Вуенль	https://en.wikipedia.org/wiki/Voinsles	https://de.wikipedia.org/wiki/Voinsles	https://pl.wikipedia.org/wiki/Voinsles	https://es.wikipedia.org/wiki/Voinsles	https://pt.wikipedia.org/wiki/Voinsles	https://it.wikipedia.org/wiki/Voinsles	https://nl.wikipedia.org/wiki/Voinsles			https://sv.wikipedia.org/wiki/Voinsles				https://hu.wikipedia.org/wiki/Voinsles	https://sk.wikipedia.org/wiki/Voinsles				48.7157151	3.061402	48.646169	2.9736759	48.691044	3.004954	ChIJZVUm7Mey6EcRb6PILbNn4lE	None	Voinsles	Voinsles	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Seine-et-Marne	Seine-et-Marne	administrative_area_level_2,political	France	FR	country,political				Voinsles, France	locality,political	48.6913888889,3.00527777778	Вуанль	Вуенль	Voinsles	True	True	True	/wiki/Voinsles	Voinsles	None	None	1
94001	Ablon-sur-Seine	5 449	/wiki/Ablon-sur-Seine	France	Île-de-France	Val-de-Marne	Créteil	Orly	Métropole du Grand Paris	94480	94001	5 449 hab. (2014)	4 909 hab./km2	48° 43′ 32″ , 2° 25′ 16″ 	Min. 32 m – Max. 85 m	1,11 km2		Аблон-сюр-Сен	Ablon-sur-Seine	Ablon-sur-Seine	Ablon-sur-Seine	Ablon-sur-Seine	Ablon-sur-Seine	Ablon-sur-Seine	Ablon-sur-Seine		Ablon-sur-Seine	Ablon-sur-Seine		Ablon-sur-Seine		Ablon-sur-Seine	Ablon-sur-Seine		Ablon-sur-Seine			https://uk.wikipedia.org/wiki/Аблон-сюр-Сен	https://en.wikipedia.org/wiki/Ablon-sur-Seine	https://de.wikipedia.org/wiki/Ablon-sur-Seine	https://pl.wikipedia.org/wiki/Ablon-sur-Seine	https://es.wikipedia.org/wiki/Ablon-sur-Seine	https://pt.wikipedia.org/wiki/Ablon-sur-Seine	https://it.wikipedia.org/wiki/Ablon-sur-Seine	https://nl.wikipedia.org/wiki/Ablon-sur-Seine		https://no.wikipedia.org/wiki/Ablon-sur-Seine	https://sv.wikipedia.org/wiki/Ablon-sur-Seine		https://ro.wikipedia.org/wiki/Ablon-sur-Seine		https://hu.wikipedia.org/wiki/Ablon-sur-Seine	https://sk.wikipedia.org/wiki/Ablon-sur-Seine		https://sh.wikipedia.org/wiki/Ablon-sur-Seine		48.729493	2.4351196	48.7177534	2.410641	48.7251406	2.4218498	ChIJYQRq_hd15kcRMITY4caCCxw	None	Ablon-sur-Seine	Ablon-sur-Seine	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political				France	FR	country,political	94480	94480	postal_code	94480 Ablon-sur-Seine, France	postal_code	48.7255555556,2.42111111111	None	None	None	True	True	True	/wiki/Ablon-sur-Seine	Ablon-sur-Seine	None	None	1
94002	Alfortville	45 043	/wiki/Alfortville	France	Île-de-France	Val-de-Marne	Créteil	Alfortville	Métropole du Grand Paris,EPT Grand Paris Sud Est Avenir	94140	94002	45 043 hab. (2014)	12 273 hab./km2	48° 47′ 51″ , 2° 25′ 27″ 	Min. 27 m – Max. 37 m	3,67 km2	Альфорвиль	Альфорвіль	Alfortville	Alfortville	Alfortville	Alfortville	Alfortville	Alfortville	Alfortville		Alfortville	Alfortville	Alfortville	Alfortville		Alfortville	Alfortville	Alfortville	Alfortville		https://ru.wikipedia.org/wiki/Альфорвиль	https://uk.wikipedia.org/wiki/Альфорвіль	https://en.wikipedia.org/wiki/Alfortville	https://de.wikipedia.org/wiki/Alfortville	https://pl.wikipedia.org/wiki/Alfortville	https://es.wikipedia.org/wiki/Alfortville	https://pt.wikipedia.org/wiki/Alfortville	https://it.wikipedia.org/wiki/Alfortville	https://nl.wikipedia.org/wiki/Alfortville		https://no.wikipedia.org/wiki/Alfortville	https://sv.wikipedia.org/wiki/Alfortville	https://cs.wikipedia.org/wiki/Alfortville	https://ro.wikipedia.org/wiki/Alfortville		https://hu.wikipedia.org/wiki/Alfortville	https://sk.wikipedia.org/wiki/Alfortville	https://sl.wikipedia.org/wiki/Alfortville	https://sh.wikipedia.org/wiki/Alfortville		48.8168205	2.433701	48.7762944	2.4089717	48.8018024	2.4213752	ChIJq4LGBhNz5kcRQITY4caCCxw	None	Alfortville	Alfortville	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Val-de-Marne	Val-de-Marne	administrative_area_level_2,political	France	FR	country,political	94140	94140	postal_code	94140 Alfortville, France	postal_code	48.7975,2.42416666667	None	None	None	True	True	True	/wiki/Alfortville	Alfortville	None	None	1
94003	Arcueil	20 911	/wiki/Arcueil	France	Île-de-France	Val-de-Marne	L'Haÿ-les-Roses	Cachan	Métropole du Grand Paris	94110	94003	20 911 hab. (2014)	8 975 hab./km2	48° 48′ 27″ , 2° 20′ 10″ 	Min. 42 m – Max. 105 m	2,33 km2		Аркей	Arcueil	Arcueil	Arcueil	Arcueil	Arcueil	Arcueil	Arcueil		Arcueil	Arcueil		Arcueil		Arcueil	Arcueil		Arcueil			https://uk.wikipedia.org/wiki/Аркей	https://en.wikipedia.org/wiki/Arcueil	https://de.wikipedia.org/wiki/Arcueil	https://pl.wikipedia.org/wiki/Arcueil	https://es.wikipedia.org/wiki/Arcueil	https://pt.wikipedia.org/wiki/Arcueil	https://it.wikipedia.org/wiki/Arcueil	https://nl.wikipedia.org/wiki/Arcueil		https://no.wikipedia.org/wiki/Arcueil	https://sv.wikipedia.org/wiki/Arcueil		https://ro.wikipedia.org/wiki/Arcueil		https://hu.wikipedia.org/wiki/Arcueil	https://sk.wikipedia.org/wiki/Arcueil		https://sh.wikipedia.org/wiki/Arcueil		48.8137399	2.3478827	48.7968719	2.317856	48.8036468	2.3317044	ChIJm-9wxBFx5kcRUITY4caCCxw	None	Arcueil	Arcueil	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Val-de-Marne	Val-de-Marne	administrative_area_level_2,political	France	FR	country,political	94110	94110	postal_code	94110 Arcueil, France	postal_code	48.8075,2.33611111111	None	None	None	True	True	True	/wiki/Arcueil	Arcueil	None	None	1
78269	Gazeran	1 280	/wiki/Gazeran	France	Île-de-France	Yvelines	Rambouillet	Rambouillet	Rambouillet Territoires	78125	78269	1 280 hab. (2014)	50 hab./km2	48° 38′ 05″ , 1° 46′ 28″ 	Min. 131 m – Max. 171 m	25,80 km2		Газеран	Gazeran	Gazeran	Gazeran	Gazeran	Gazeran	Gazeran	Gazeran			Gazeran				Gazeran	Gazeran					https://uk.wikipedia.org/wiki/Газеран	https://en.wikipedia.org/wiki/Gazeran	https://de.wikipedia.org/wiki/Gazeran	https://pl.wikipedia.org/wiki/Gazeran	https://es.wikipedia.org/wiki/Gazeran	https://pt.wikipedia.org/wiki/Gazeran	https://it.wikipedia.org/wiki/Gazeran	https://nl.wikipedia.org/wiki/Gazeran			https://sv.wikipedia.org/wiki/Gazeran				https://hu.wikipedia.org/wiki/Gazeran	https://sk.wikipedia.org/wiki/Gazeran				48.6766981	1.827384	48.5983469	1.729558	48.636117	1.77541	ChIJ17Ry2XAh5EcRcD-MaMOCCwQ	None	Gazeran	Gazeran	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Yvelines	Yvelines	administrative_area_level_2,political	France	FR	country,political	78125	78125	postal_code	78125 Gazeran, France	locality,political	48.6347222222,1.77444444444	Газеран	Газеран	Gazeran	True	True	True	/wiki/Gazeran	Gazeran	None	None	1
78267	Gargenville	6 978	/wiki/Gargenville	France	Île-de-France	Yvelines	Mantes-la-Jolie	Limay	Grand Paris Seine et Oise	78440	78267	6 978 hab. (2014)	805 hab./km2	48° 59′ 34″ , 1° 48′ 39″ 	Min. 17 m – Max. 191 m	8,67 km2		Гаржанвіль	Gargenville	Gargenville	Gargenville	Gargenville	Gargenville	Gargenville	Gargenville			Gargenville				Gargenville	Gargenville					https://uk.wikipedia.org/wiki/Гаржанвіль	https://en.wikipedia.org/wiki/Gargenville	https://de.wikipedia.org/wiki/Gargenville	https://pl.wikipedia.org/wiki/Gargenville	https://es.wikipedia.org/wiki/Gargenville	https://pt.wikipedia.org/wiki/Gargenville	https://it.wikipedia.org/wiki/Gargenville	https://nl.wikipedia.org/wiki/Gargenville			https://sv.wikipedia.org/wiki/Gargenville				https://hu.wikipedia.org/wiki/Gargenville	https://sk.wikipedia.org/wiki/Gargenville				49.018353	1.8290819	48.9692159	1.7932439	48.991435	1.809326	ChIJTfb4IfOU5kcRnDSI64LxDdU	None	Gargenville	Gargenville	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Yvelines	Yvelines	administrative_area_level_2,political	France	FR	country,political				Gargenville, France	locality,political	48.9927777778,1.81083333333	Гаржанвиль	Гаржанвіль	Gargenville	True	True	True	/wiki/Gargenville	Gargenville	None	None	1
78264	Gambaiseuil	66	/wiki/Gambaiseuil	France	Île-de-France	Yvelines	Rambouillet	Rambouillet	Rambouillet Territoires	78490	78264	66 hab. (2014)	3,5 hab./km2	48° 45′ 27″ , 1° 43′ 59″ 	Min. 109 m – Max. 184 m	18,92 km2		Гамбезей	Gambaiseuil	Gambaiseuil	Gambaiseuil	Gambaiseuil	Gambaiseuil	Gambaiseuil	Gambaiseuil			Gambaiseuil				Gambaiseuil	Gambaiseuil					https://uk.wikipedia.org/wiki/Гамбезей	https://en.wikipedia.org/wiki/Gambaiseuil	https://de.wikipedia.org/wiki/Gambaiseuil	https://pl.wikipedia.org/wiki/Gambaiseuil	https://es.wikipedia.org/wiki/Gambaiseuil	https://pt.wikipedia.org/wiki/Gambaiseuil	https://it.wikipedia.org/wiki/Gambaiseuil	https://nl.wikipedia.org/wiki/Gambaiseuil			https://sv.wikipedia.org/wiki/Gambaiseuil				https://hu.wikipedia.org/wiki/Gambaiseuil	https://sk.wikipedia.org/wiki/Gambaiseuil				48.786512	1.7690659	48.73624	1.6750769	48.756855	1.732794	ChIJ8wNGjMSh5kcRoD-MaMOCCwQ	None	Gambaiseuil	Gambaiseuil	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Yvelines	Yvelines	administrative_area_level_2,political	France	FR	country,political				Gambaiseuil, France	locality,political	48.7575,1.73305555556	Гамбезёй	Гамбезей	Gambaiseuil	True	True	True	/wiki/Gambaiseuil	Gambaiseuil	None	None	1
78265	Garancières	2 365	/wiki/Garancières	France	Île-de-France	Yvelines	Rambouillet	Aubergenville	Communauté de communes Cœur d'Yvelines	78890	78265	2 365 hab. (2014)	221 hab./km2	48° 49′ 18″ , 1° 45′ 31″ 	Min. 87 m – Max. 188 m	10,69 km2		Гарансьєр (Івлін)	Garancières	Garancières	Garancières	Garancières	Garancières	Garancières	Garancières			Garancières				Garancières	Garancières					https://uk.wikipedia.org/wiki/Гарансьєр_(Івлін)	https://en.wikipedia.org/wiki/Garancières	https://de.wikipedia.org/wiki/Garancières	https://pl.wikipedia.org/wiki/Garancières	https://es.wikipedia.org/wiki/Garancières	https://pt.wikipedia.org/wiki/Garancières	https://it.wikipedia.org/wiki/Garancières	https://nl.wikipedia.org/wiki/Garancières			https://sv.wikipedia.org/wiki/Garancières				https://hu.wikipedia.org/wiki/Garancières	https://sk.wikipedia.org/wiki/Garancières				48.8411848	1.7869294	48.8031373	1.733106	48.8213755	1.755877	ChIJBUzPaYuY5kcRsGjY4caCCxw	None	Garancières	Garancières	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Yvelines	Yvelines	administrative_area_level_2,political	France	FR	country,political	78890	78890	postal_code	78890 Garancières, France	postal_code	48.8216666667,1.75861111111	None	None	None	True	True	True	/wiki/Garancières	Garancières	None	None	1
